amount,time_of_day,location_risk,transaction_type
595.34,22,0.339,PURCHASE
288.03,13,0.084,TRANSFER
34.88,17,0.558,PURCHASE
20.71,22,0.458,PURCHASE
25.52,21,0.312,PURCHASE
103.65,14,0.298,PAYMENT
552.01,17,0.216,PAYMENT
40.05,10,0.378,PURCHASE
34.69,13,0.276,PAYMENT
18.15,13,0.16,WITHDRAWAL
3.77,20,0.058,WITHDRAWAL
38.7,19,0.286,PURCHASE
96.45,21,0.338,TRANSFER
99.55,14,0.28,PAYMENT
49.68,16,0.321,TRANSFER
183.09,8,0.278,WITHDRAWAL
33.56,9,0.296,PURCHASE
10.63,9,0.54,TRANSFER
9.09,22,0.154,WITHDRAWAL
613.08,16,0.158,WITHDRAWAL
798.14,13,0.078,TRANSFER
9.2,10,0.255,TRANSFER
213.68,17,0.3,TRANSFER
23.5,10,0.104,PURCHASE
292.19,20,0.486,PURCHASE
99.27,19,0.557,PAYMENT
68.34,17,0.333,TRANSFER
5.51,16,0.361,PAYMENT
31.01,14,0.233,WITHDRAWAL
338.11,7,0.175,PAYMENT
31.36,7,0.042,TRANSFER
247.8,11,0.288,TRANSFER
10.92,22,0.187,PAYMENT
98.28,9,0.191,WITHDRAWAL
28.65,16,0.375,WITHDRAWAL
19.04,9,0.127,PURCHASE
36.08,17,0.067,PAYMENT
180.09,7,0.432,WITHDRAWAL
378.34,19,0.377,PAYMENT
1.32,17,0.315,PAYMENT
56.11,10,0.135,PURCHASE
40.53,14,0.194,WITHDRAWAL
141.38,9,0.243,PAYMENT
17.65,11,0.792,TRANSFER
169.82,22,0.218,WITHDRAWAL
5.14,8,0.233,PURCHASE
71.13,10,0.088,PURCHASE
503.3,17,0.367,PAYMENT
22.83,15,0.378,PURCHASE
4.18,9,0.523,PURCHASE
123.21,11,0.168,PAYMENT
61.07,12,0.441,WITHDRAWAL
13.7,11,0.373,PAYMENT
22.05,16,0.488,TRANSFER
37.94,8,0.292,TRANSFER
70.91,12,0.527,TRANSFER
51.0,19,0.182,PAYMENT
15.17,18,0.202,PAYMENT
61.01,17,0.351,PURCHASE
137.84,18,0.253,WITHDRAWAL
135.15,13,0.189,TRANSFER
360.89,22,0.517,WITHDRAWAL
25.68,7,0.208,PURCHASE
128.67,16,0.071,WITHDRAWAL
25.5,22,0.184,WITHDRAWAL
19.6,8,0.397,WITHDRAWAL
237.96,19,0.273,TRANSFER
118.17,14,0.274,PAYMENT
73.51,13,0.325,PURCHASE
12.43,16,0.324,WITHDRAWAL
27.89,10,0.246,PAYMENT
52.02,14,0.071,TRANSFER
70.72,17,0.162,PURCHASE
87.51,15,0.086,PURCHASE
86.96,21,0.429,PURCHASE
148.32,18,0.646,PAYMENT
1196.85,16,0.308,PURCHASE
9.01,21,0.588,PURCHASE
20.15,10,0.278,PURCHASE
107.25,12,0.275,TRANSFER
114.38,10,0.13,PAYMENT
190.55,16,0.297,PAYMENT
13.25,17,0.046,PURCHASE
110.24,9,0.065,TRANSFER
162.63,22,0.346,TRANSFER
85.95,17,0.154,WITHDRAWAL
17.11,8,0.322,PURCHASE
67.32,10,0.199,PAYMENT
45.29,17,0.71,PAYMENT
408.31,16,0.265,WITHDRAWAL
1242.53,11,0.433,WITHDRAWAL
14.34,17,0.101,PAYMENT
162.54,9,0.064,PURCHASE
299.29,9,0.369,PAYMENT
101.23,10,0.127,PAYMENT
59.53,22,0.163,WITHDRAWAL
129.59,9,0.155,WITHDRAWAL
17.24,9,0.355,PAYMENT
28.06,12,0.157,WITHDRAWAL
101.48,22,0.421,WITHDRAWAL
2.33,12,0.222,TRANSFER
29.27,19,0.181,WITHDRAWAL
7.81,10,0.455,WITHDRAWAL
3.62,19,0.163,TRANSFER
805.12,15,0.218,PAYMENT
83.52,13,0.174,TRANSFER
194.79,11,0.378,TRANSFER
39.03,12,0.181,WITHDRAWAL
29.52,12,0.136,TRANSFER
6.45,11,0.359,PURCHASE
2.86,7,0.406,TRANSFER
28.41,15,0.136,PURCHASE
174.01,11,0.122,TRANSFER
214.38,9,0.323,WITHDRAWAL
9.02,9,0.449,WITHDRAWAL
844.43,10,0.188,PURCHASE
45.88,14,0.152,WITHDRAWAL
91.78,8,0.493,TRANSFER
134.61,7,0.093,PURCHASE
11.72,20,0.394,WITHDRAWAL
2.7,18,0.241,PAYMENT
257.45,10,0.297,TRANSFER
326.27,16,0.415,TRANSFER
271.08,7,0.054,TRANSFER
43.34,7,0.41,PAYMENT
16.6,16,0.204,WITHDRAWAL
12.02,19,0.389,PAYMENT
223.05,16,0.25,PAYMENT
73.72,19,0.247,PAYMENT
1524.12,15,0.071,PURCHASE
30.01,12,0.287,TRANSFER
217.01,14,0.333,TRANSFER
30.94,7,0.443,WITHDRAWAL
113.1,8,0.48,TRANSFER
29.61,21,0.232,PAYMENT
21.58,14,0.498,PAYMENT
40.3,16,0.126,TRANSFER
559.17,19,0.339,WITHDRAWAL
346.49,17,0.398,TRANSFER
26.51,20,0.245,WITHDRAWAL
10.02,13,0.343,WITHDRAWAL
34.55,17,0.1,PAYMENT
135.22,14,0.058,PAYMENT
39.5,13,0.293,PURCHASE
2.62,7,0.192,PURCHASE
9.28,7,0.263,PURCHASE
20.51,11,0.057,PAYMENT
296.9,11,0.158,PURCHASE
48.18,17,0.765,PAYMENT
42.22,12,0.451,WITHDRAWAL
21.37,8,0.382,PAYMENT
33.76,18,0.5,WITHDRAWAL
43.78,21,0.284,TRANSFER
128.09,19,0.237,TRANSFER
361.35,17,0.408,TRANSFER
615.21,11,0.122,TRANSFER
11.83,18,0.61,PURCHASE
22.91,9,0.324,WITHDRAWAL
625.84,17,0.476,TRANSFER
66.1,8,0.379,TRANSFER
21.57,7,0.544,TRANSFER
67.85,17,0.11,PURCHASE
724.82,9,0.204,PURCHASE
162.8,16,0.179,TRANSFER
6.72,10,0.425,WITHDRAWAL
302.59,8,0.179,PAYMENT
236.48,9,0.266,WITHDRAWAL
3.0,8,0.149,WITHDRAWAL
305.03,12,0.429,PAYMENT
11.14,20,0.27,TRANSFER
9.71,15,0.102,WITHDRAWAL
135.31,22,0.446,PURCHASE
86.74,21,0.177,PAYMENT
211.77,10,0.376,WITHDRAWAL
54.97,19,0.03,TRANSFER
31.15,8,0.306,PAYMENT
38.64,16,0.224,PAYMENT
17.62,14,0.599,PURCHASE
14.0,8,0.122,PAYMENT
150.3,16,0.42,PURCHASE
32.65,9,0.401,WITHDRAWAL
554.02,13,0.212,PAYMENT
252.31,19,0.198,WITHDRAWAL
314.65,16,0.236,PURCHASE
53.14,9,0.236,PAYMENT
12.45,21,0.262,PURCHASE
7.32,20,0.315,PAYMENT
38.16,8,0.23,PAYMENT
8.69,14,0.151,WITHDRAWAL
16.62,14,0.302,PAYMENT
31.04,7,0.305,WITHDRAWAL
548.57,13,0.092,TRANSFER
21.8,10,0.53,TRANSFER
72.68,17,0.644,TRANSFER
233.64,20,0.171,PAYMENT
40.44,7,0.178,TRANSFER
30.37,17,0.276,PURCHASE
3.82,9,0.355,WITHDRAWAL
48.15,9,0.24,PURCHASE
21.38,10,0.406,TRANSFER
32.64,12,0.531,WITHDRAWAL
61.39,15,0.212,PAYMENT
21.44,17,0.312,PAYMENT
13.16,8,0.474,TRANSFER
450.7,10,0.118,WITHDRAWAL
61.25,13,0.261,PAYMENT
68.75,14,0.089,PAYMENT
19.32,19,0.608,PURCHASE
4.58,18,0.282,WITHDRAWAL
77.6,10,0.051,PURCHASE
110.14,14,0.049,TRANSFER
84.36,8,0.251,PAYMENT
130.73,12,0.397,TRANSFER
131.5,17,0.587,PAYMENT
107.66,7,0.077,WITHDRAWAL
2.91,12,0.188,TRANSFER
11.67,18,0.6,TRANSFER
128.76,11,0.066,PAYMENT
41.57,17,0.226,WITHDRAWAL
51.62,22,0.506,TRANSFER
186.38,9,0.386,TRANSFER
377.55,11,0.427,TRANSFER
631.05,8,0.212,TRANSFER
7.72,11,0.207,PURCHASE
14.58,21,0.449,TRANSFER
87.3,16,0.169,TRANSFER
131.26,16,0.08,PURCHASE
167.9,8,0.16,PAYMENT
124.7,18,0.224,TRANSFER
23.53,18,0.181,WITHDRAWAL
13.02,16,0.405,WITHDRAWAL
225.35,15,0.214,TRANSFER
46.57,13,0.612,PAYMENT
293.12,8,0.114,TRANSFER
755.64,14,0.471,PURCHASE
14.86,8,0.208,PURCHASE
6.92,16,0.283,TRANSFER
1198.13,20,0.279,WITHDRAWAL
8.37,17,0.414,PURCHASE
694.3,18,0.141,WITHDRAWAL
6.81,18,0.145,WITHDRAWAL
22.63,14,0.119,PURCHASE
1017.56,13,0.282,WITHDRAWAL
4.84,16,0.429,PURCHASE
98.56,7,0.274,PURCHASE
137.16,7,0.258,PAYMENT
286.14,18,0.402,WITHDRAWAL
5.38,9,0.295,WITHDRAWAL
262.53,7,0.41,PAYMENT
14.21,17,0.594,PURCHASE
19.69,11,0.237,PAYMENT
186.84,10,0.399,TRANSFER
15.28,21,0.4,WITHDRAWAL
263.22,12,0.234,PURCHASE
18.25,7,0.177,PAYMENT
193.41,15,0.062,TRANSFER
30.64,16,0.159,PAYMENT
54.8,9,0.34,TRANSFER
45.2,17,0.512,WITHDRAWAL
79.81,21,0.218,PURCHASE
264.06,7,0.105,WITHDRAWAL
2.08,13,0.123,WITHDRAWAL
20.86,14,0.191,PURCHASE
57.43,7,0.445,PAYMENT
15.94,7,0.171,TRANSFER
43.22,8,0.113,WITHDRAWAL
128.09,11,0.055,TRANSFER
84.4,14,0.245,PURCHASE
6.24,19,0.219,PURCHASE
70.73,7,0.21,PURCHASE
9.2,15,0.149,PAYMENT
233.6,11,0.348,WITHDRAWAL
35.19,16,0.12,TRANSFER
150.57,15,0.304,TRANSFER
29.04,13,0.713,PAYMENT
42.39,10,0.189,TRANSFER
28.26,18,0.081,PURCHASE
746.25,7,0.425,PAYMENT
40.0,20,0.087,WITHDRAWAL
38.4,17,0.099,WITHDRAWAL
60.64,20,0.028,TRANSFER
23.69,20,0.267,WITHDRAWAL
46.11,13,0.149,PURCHASE
8.78,11,0.168,WITHDRAWAL
274.16,15,0.306,TRANSFER
12.84,16,0.098,WITHDRAWAL
28.66,11,0.31,TRANSFER
3.84,16,0.115,WITHDRAWAL
213.76,10,0.238,TRANSFER
63.15,17,0.168,TRANSFER
193.71,17,0.26,WITHDRAWAL
15.39,15,0.19,PAYMENT
271.27,8,0.368,WITHDRAWAL
18.56,14,0.332,WITHDRAWAL
84.74,18,0.314,PAYMENT
92.0,18,0.113,WITHDRAWAL
13.96,14,0.279,PURCHASE
68.45,13,0.46,PAYMENT
34.99,12,0.758,PAYMENT
61.75,17,0.23,PAYMENT
384.41,7,0.454,WITHDRAWAL
19.58,10,0.232,PAYMENT
1.3,16,0.373,PAYMENT
395.22,14,0.639,WITHDRAWAL
37.9,10,0.266,PURCHASE
141.13,14,0.043,WITHDRAWAL
1.62,21,0.181,WITHDRAWAL
361.9,8,0.195,WITHDRAWAL
1227.16,9,0.073,WITHDRAWAL
320.94,16,0.463,PURCHASE
821.21,16,0.155,TRANSFER
41.34,12,0.268,PURCHASE
103.58,11,0.571,PAYMENT
102.0,19,0.054,PURCHASE
26.06,14,0.335,WITHDRAWAL
130.23,7,0.06,TRANSFER
52.76,19,0.128,PURCHASE
44.71,17,0.151,PURCHASE
149.73,22,0.314,TRANSFER
10.91,17,0.19,PURCHASE
12.82,8,0.212,TRANSFER
22.78,13,0.573,PURCHASE
263.65,8,0.199,PAYMENT
426.41,14,0.293,PAYMENT
37.35,16,0.369,PAYMENT
32.46,10,0.209,PURCHASE
80.59,9,0.344,TRANSFER
489.6,11,0.403,PAYMENT
14.44,18,0.49,WITHDRAWAL
68.65,8,0.288,TRANSFER
16.3,9,0.238,PAYMENT
26.84,17,0.208,TRANSFER
281.61,10,0.198,TRANSFER
62.88,13,0.126,PAYMENT
246.48,11,0.437,PURCHASE
6.18,7,0.74,WITHDRAWAL
224.51,22,0.191,PURCHASE
136.64,14,0.401,TRANSFER
274.57,12,0.261,WITHDRAWAL
3.74,9,0.468,PURCHASE
141.11,14,0.516,PAYMENT
82.71,16,0.231,TRANSFER
254.62,11,0.446,PAYMENT
25.96,15,0.013,TRANSFER
372.99,11,0.15,TRANSFER
83.49,9,0.513,TRANSFER
43.03,22,0.151,PURCHASE
62.36,14,0.366,TRANSFER
55.2,15,0.426,TRANSFER
108.5,20,0.088,PURCHASE
170.78,14,0.267,PURCHASE
79.74,13,0.042,PAYMENT
44.47,11,0.023,WITHDRAWAL
31.54,7,0.118,PAYMENT
17.96,15,0.511,PURCHASE
44.22,16,0.645,PURCHASE
529.44,12,0.426,TRANSFER
52.25,11,0.217,WITHDRAWAL
208.46,13,0.258,PAYMENT
20.01,12,0.444,PAYMENT
948.8,8,0.056,PURCHASE
66.58,14,0.268,TRANSFER
269.59,16,0.401,PAYMENT
98.92,11,0.111,WITHDRAWAL
29.06,10,0.621,WITHDRAWAL
128.31,14,0.211,WITHDRAWAL
138.6,9,0.105,PAYMENT
163.48,11,0.39,WITHDRAWAL
183.94,9,0.245,PURCHASE
127.13,11,0.374,TRANSFER
128.81,8,0.613,PURCHASE
534.46,11,0.64,WITHDRAWAL
4.5,13,0.628,PURCHASE
432.44,10,0.16,WITHDRAWAL
6.34,8,0.293,TRANSFER
9.15,10,0.55,PAYMENT
100.44,8,0.2,TRANSFER
14.45,21,0.189,TRANSFER
147.89,7,0.111,PAYMENT
37.85,15,0.186,TRANSFER
15.18,17,0.657,TRANSFER
40.91,9,0.614,PAYMENT
16.91,12,0.127,WITHDRAWAL
185.03,21,0.254,PURCHASE
61.49,13,0.069,TRANSFER
39.77,21,0.192,PAYMENT
44.74,11,0.032,PURCHASE
50.51,11,0.331,WITHDRAWAL
412.8,13,0.358,TRANSFER
1461.12,15,0.12,WITHDRAWAL
217.09,8,0.313,WITHDRAWAL
18.22,8,0.383,TRANSFER
271.75,8,0.453,TRANSFER
182.73,15,0.28,TRANSFER
28.52,15,0.397,TRANSFER
34.07,20,0.262,PURCHASE
20.45,9,0.066,WITHDRAWAL
71.19,20,0.125,PURCHASE
257.83,17,0.048,PAYMENT
131.21,11,0.639,PURCHASE
11.59,10,0.515,PAYMENT
10.75,20,0.229,TRANSFER
355.86,15,0.121,PAYMENT
142.89,14,0.19,PURCHASE
91.48,10,0.792,WITHDRAWAL
44.75,16,0.206,TRANSFER
265.54,15,0.605,PURCHASE
71.13,16,0.513,TRANSFER
23.75,9,0.174,TRANSFER
170.6,9,0.334,PAYMENT
7.69,15,0.428,TRANSFER
23.43,19,0.311,PAYMENT
147.08,15,0.057,PURCHASE
19.37,9,0.142,TRANSFER
154.65,13,0.12,TRANSFER
653.95,11,0.188,TRANSFER
49.9,20,0.059,PURCHASE
12.29,14,0.267,TRANSFER
143.31,17,0.147,WITHDRAWAL
69.03,13,0.23,WITHDRAWAL
49.56,18,0.747,WITHDRAWAL
52.74,16,0.499,WITHDRAWAL
175.25,8,0.472,WITHDRAWAL
61.03,16,0.096,PAYMENT
30.54,7,0.512,PAYMENT
10.22,17,0.26,PAYMENT
109.23,12,0.419,WITHDRAWAL
14.56,12,0.201,PURCHASE
83.83,10,0.521,PURCHASE
76.24,10,0.603,PAYMENT
87.11,22,0.283,WITHDRAWAL
23.49,10,0.066,WITHDRAWAL
32.3,15,0.231,WITHDRAWAL
335.91,20,0.274,PURCHASE
706.89,7,0.083,TRANSFER
54.39,15,0.354,TRANSFER
5.66,15,0.212,TRANSFER
6.32,17,0.292,TRANSFER
1786.73,18,0.037,TRANSFER
45.55,13,0.163,TRANSFER
31.93,8,0.195,PURCHASE
10.46,17,0.03,TRANSFER
9.05,11,0.37,WITHDRAWAL
12.91,16,0.186,TRANSFER
43.53,15,0.057,PAYMENT
32.39,16,0.151,WITHDRAWAL
13.23,12,0.141,WITHDRAWAL
294.45,11,0.349,PURCHASE
43.06,11,0.295,TRANSFER
431.98,10,0.247,PURCHASE
18.56,17,0.322,WITHDRAWAL
92.56,11,0.308,PURCHASE
82.72,10,0.376,PURCHASE
27.82,12,0.409,PAYMENT
12.73,19,0.195,WITHDRAWAL
8.68,17,0.058,TRANSFER
140.72,20,0.228,PURCHASE
250.18,17,0.272,WITHDRAWAL
181.81,20,0.51,PURCHASE
109.43,10,0.174,WITHDRAWAL
7.56,14,0.457,TRANSFER
5.95,12,0.282,TRANSFER
36.23,16,0.223,PURCHASE
502.77,16,0.24,PAYMENT
11.33,14,0.068,PURCHASE
14.99,8,0.184,TRANSFER
108.53,7,0.302,PAYMENT
174.74,11,0.312,TRANSFER
73.92,9,0.157,PAYMENT
19.9,8,0.065,WITHDRAWAL
195.23,14,0.507,WITHDRAWAL
40.65,15,0.168,TRANSFER
91.12,21,0.36,PURCHASE
1.7,17,0.751,WITHDRAWAL
1356.87,11,0.463,TRANSFER
88.6,9,0.032,PURCHASE
3.38,12,0.275,WITHDRAWAL
13.01,14,0.432,PAYMENT
13.57,15,0.229,WITHDRAWAL
75.48,7,0.044,WITHDRAWAL
75.74,16,0.117,PAYMENT
26.79,17,0.074,PURCHASE
44.59,13,0.368,PAYMENT
11.44,15,0.152,PAYMENT
239.02,15,0.099,PAYMENT
4.04,15,0.37,PAYMENT
84.52,21,0.279,WITHDRAWAL
128.84,14,0.268,PAYMENT
6.05,11,0.143,TRANSFER
30.55,14,0.26,TRANSFER
112.13,10,0.449,PURCHASE
9.86,10,0.357,TRANSFER
203.53,13,0.178,TRANSFER
85.16,20,0.088,PAYMENT
66.54,18,0.722,WITHDRAWAL
218.82,11,0.121,PURCHASE
117.9,22,0.282,PAYMENT
29.11,15,0.456,WITHDRAWAL
104.39,10,0.115,WITHDRAWAL
51.72,10,0.41,WITHDRAWAL
1357.48,7,0.328,PURCHASE
141.87,8,0.201,PURCHASE
71.49,22,0.044,PURCHASE
223.98,16,0.124,PAYMENT
20.72,11,0.374,TRANSFER
590.27,15,0.288,PAYMENT
18.7,10,0.211,PAYMENT
86.76,9,0.049,PURCHASE
14.16,14,0.278,PAYMENT
195.21,8,0.26,TRANSFER
479.04,8,0.197,PURCHASE
359.05,12,0.685,WITHDRAWAL
156.58,19,0.184,TRANSFER
8.13,13,0.125,PAYMENT
43.02,16,0.363,PURCHASE
47.29,14,0.126,TRANSFER
103.98,18,0.069,PURCHASE
122.85,22,0.272,PURCHASE
370.07,12,0.344,TRANSFER
34.17,9,0.116,PAYMENT
123.85,9,0.318,PAYMENT
222.05,10,0.442,PURCHASE
34.03,15,0.266,TRANSFER
130.92,21,0.108,PURCHASE
16.11,16,0.272,TRANSFER
7.74,15,0.163,WITHDRAWAL
110.37,18,0.233,PURCHASE
150.6,15,0.137,WITHDRAWAL
52.14,12,0.11,PURCHASE
58.89,20,0.479,WITHDRAWAL
166.49,16,0.193,TRANSFER
17.78,17,0.595,PAYMENT
100.23,16,0.074,PURCHASE
7.25,11,0.211,PAYMENT
62.4,12,0.382,PURCHASE
163.36,9,0.167,TRANSFER
248.67,18,0.387,PURCHASE
14.45,7,0.514,TRANSFER
56.19,15,0.503,PAYMENT
776.49,11,0.36,PAYMENT
160.13,10,0.439,TRANSFER
1007.39,15,0.721,TRANSFER
159.49,20,0.489,PAYMENT
660.58,16,0.249,PAYMENT
294.51,7,0.363,WITHDRAWAL
34.91,17,0.356,PURCHASE
123.67,9,0.2,PAYMENT
146.05,18,0.712,TRANSFER
6.49,8,0.52,TRANSFER
42.9,12,0.187,WITHDRAWAL
55.82,18,0.321,PURCHASE
180.21,7,0.244,WITHDRAWAL
4.37,15,0.016,PURCHASE
12.52,18,0.29,TRANSFER
66.49,7,0.379,TRANSFER
86.85,21,0.431,TRANSFER
58.0,9,0.62,WITHDRAWAL
10.64,15,0.483,WITHDRAWAL
70.21,18,0.492,WITHDRAWAL
46.04,14,0.112,WITHDRAWAL
110.7,13,0.43,PURCHASE
82.19,13,0.44,PURCHASE
20.64,10,0.549,TRANSFER
34.3,15,0.415,WITHDRAWAL
193.44,20,0.169,TRANSFER
61.63,10,0.349,PAYMENT
9.69,13,0.258,TRANSFER
61.27,15,0.476,PAYMENT
14.58,15,0.127,PAYMENT
129.1,15,0.122,TRANSFER
501.25,14,0.101,PURCHASE
124.63,12,0.368,TRANSFER
0.54,12,0.476,PAYMENT
13961.38,14,0.219,PURCHASE
236.64,15,0.65,TRANSFER
20.48,7,0.484,PAYMENT
87.26,8,0.057,PAYMENT
177.47,7,0.259,PAYMENT
429.81,17,0.306,TRANSFER
121.41,16,0.346,PAYMENT
419.57,21,0.222,WITHDRAWAL
151.71,9,0.357,WITHDRAWAL
135.43,12,0.463,TRANSFER
1.59,9,0.159,TRANSFER
2.2,10,0.292,TRANSFER
266.15,12,0.055,PAYMENT
37.72,9,0.28,WITHDRAWAL
8.7,7,0.292,PURCHASE
202.32,16,0.217,PURCHASE
429.3,11,0.286,PAYMENT
9.4,22,0.452,WITHDRAWAL
33.4,7,0.145,TRANSFER
23.19,20,0.306,PURCHASE
35.49,21,0.554,WITHDRAWAL
100.48,13,0.361,WITHDRAWAL
132.59,7,0.212,TRANSFER
7.36,16,0.544,WITHDRAWAL
9.88,18,0.201,TRANSFER
192.76,13,0.288,TRANSFER
300.88,13,0.153,TRANSFER
81.03,13,0.122,WITHDRAWAL
16.59,7,0.144,PURCHASE
5.45,17,0.464,TRANSFER
46.78,13,0.355,PURCHASE
15.1,9,0.563,PAYMENT
14.52,14,0.18,PURCHASE
9.28,14,0.503,PAYMENT
4.02,12,0.241,PAYMENT
100.51,19,0.392,WITHDRAWAL
208.59,11,0.297,PURCHASE
36.15,15,0.111,PAYMENT
250.51,17,0.266,WITHDRAWAL
17.01,12,0.23,TRANSFER
294.73,16,0.336,PURCHASE
145.39,12,0.254,TRANSFER
20.52,9,0.136,PURCHASE
3.64,9,0.122,TRANSFER
28.78,15,0.045,PURCHASE
34.49,15,0.032,PURCHASE
357.98,7,0.301,PURCHASE
74.07,22,0.351,TRANSFER
130.81,16,0.796,WITHDRAWAL
309.47,8,0.368,WITHDRAWAL
59.5,21,0.517,PAYMENT
26.17,15,0.283,TRANSFER
36.34,7,0.138,TRANSFER
1.84,7,0.595,PURCHASE
339.25,16,0.427,PURCHASE
15.51,11,0.401,PURCHASE
28.29,17,0.192,PAYMENT
77.55,21,0.28,WITHDRAWAL
20.75,9,0.141,PURCHASE
62.01,15,0.106,PAYMENT
127.22,17,0.013,WITHDRAWAL
14.23,22,0.25,TRANSFER
135.95,7,0.322,PAYMENT
166.99,16,0.314,WITHDRAWAL
42.26,16,0.252,PURCHASE
44.08,16,0.333,PURCHASE
200.9,17,0.086,WITHDRAWAL
274.96,17,0.092,TRANSFER
100.73,20,0.561,WITHDRAWAL
2.78,8,0.082,TRANSFER
1263.66,15,0.033,WITHDRAWAL
63.67,10,0.313,PURCHASE
80.98,9,0.598,TRANSFER
1.97,21,0.097,TRANSFER
29.16,11,0.485,PAYMENT
87.34,9,0.205,TRANSFER
55.92,12,0.338,WITHDRAWAL
1131.51,14,0.588,PURCHASE
42.47,13,0.104,PAYMENT
566.28,7,0.259,TRANSFER
4.45,9,0.143,TRANSFER
27.77,9,0.437,TRANSFER
33.72,12,0.236,WITHDRAWAL
23.4,14,0.1,TRANSFER
176.18,18,0.028,TRANSFER
51.43,18,0.289,PURCHASE
36.16,8,0.179,PAYMENT
7.88,11,0.483,WITHDRAWAL
91.13,16,0.26,TRANSFER
69.45,12,0.23,PAYMENT
127.38,22,0.213,PURCHASE
32.47,15,0.08,PURCHASE
133.44,7,0.41,TRANSFER
9.42,9,0.358,TRANSFER
8.81,16,0.165,TRANSFER
2.63,10,0.128,WITHDRAWAL
273.74,16,0.123,PAYMENT
78.36,14,0.184,WITHDRAWAL
16.19,18,0.469,PURCHASE
184.03,12,0.191,PAYMENT
61.24,13,0.493,WITHDRAWAL
234.42,12,0.378,WITHDRAWAL
59.14,8,0.141,PURCHASE
40.17,9,0.402,PAYMENT
126.91,10,0.185,PAYMENT
77.26,8,0.469,PURCHASE
28.02,15,0.787,TRANSFER
37.14,14,0.449,TRANSFER
55.58,11,0.083,WITHDRAWAL
79.52,22,0.164,PAYMENT
140.33,17,0.284,WITHDRAWAL
62.05,22,0.083,TRANSFER
273.85,14,0.306,PAYMENT
13.36,21,0.627,PAYMENT
216.94,14,0.548,TRANSFER
3.01,15,0.525,WITHDRAWAL
1.38,12,0.173,WITHDRAWAL
50.67,7,0.333,PAYMENT
2.98,21,0.244,TRANSFER
4.9,17,0.254,WITHDRAWAL
214.46,13,0.167,PAYMENT
411.53,22,0.408,PURCHASE
6.9,14,0.167,TRANSFER
2.09,7,0.089,WITHDRAWAL
70.97,13,0.125,PAYMENT
31.79,13,0.237,TRANSFER
376.77,10,0.298,TRANSFER
74.27,12,0.442,TRANSFER
72.02,12,0.697,WITHDRAWAL
84.87,15,0.191,PAYMENT
34.03,14,0.332,PURCHASE
15.58,7,0.109,PAYMENT
4.64,15,0.284,TRANSFER
45.06,17,0.414,PAYMENT
26.58,10,0.206,WITHDRAWAL
31.14,8,0.128,WITHDRAWAL
10.02,14,0.251,WITHDRAWAL
257.27,10,0.362,PURCHASE
45.18,13,0.143,PAYMENT
12.76,11,0.371,TRANSFER
55.09,7,0.108,PURCHASE
843.29,16,0.149,TRANSFER
62.07,22,0.075,PURCHASE
25.31,14,0.241,PAYMENT
133.08,8,0.019,TRANSFER
7.04,13,0.499,TRANSFER
85.86,12,0.633,WITHDRAWAL
211.26,18,0.135,TRANSFER
17.65,16,0.403,PAYMENT
26.09,10,0.345,PAYMENT
442.34,11,0.533,PAYMENT
17.73,18,0.201,WITHDRAWAL
395.93,15,0.188,PURCHASE
23.19,11,0.43,PAYMENT
43.29,8,0.42,PURCHASE
22.18,9,0.522,WITHDRAWAL
73.52,20,0.714,WITHDRAWAL
9.15,17,0.111,PAYMENT
190.37,14,0.216,PAYMENT
52.07,18,0.37,TRANSFER
5.73,11,0.231,TRANSFER
73.25,17,0.356,PAYMENT
39.35,8,0.415,PURCHASE
48.86,11,0.57,WITHDRAWAL
31.64,12,0.115,WITHDRAWAL
242.09,16,0.134,WITHDRAWAL
16.36,15,0.149,TRANSFER
85.81,12,0.367,WITHDRAWAL
140.07,15,0.303,TRANSFER
6.74,9,0.148,TRANSFER
2.74,10,0.494,PURCHASE
44.91,13,0.321,PURCHASE
54.06,14,0.225,PAYMENT
344.36,20,0.185,TRANSFER
4.62,7,0.156,WITHDRAWAL
474.77,18,0.303,WITHDRAWAL
137.54,7,0.472,WITHDRAWAL
1550.24,15,0.172,PURCHASE
222.11,8,0.165,TRANSFER
5.82,14,0.224,TRANSFER
88.17,18,0.163,TRANSFER
1.09,11,0.21,PAYMENT
304.17,14,0.32,PURCHASE
75.56,22,0.142,PAYMENT
209.18,17,0.669,TRANSFER
71.61,16,0.159,WITHDRAWAL
122.9,14,0.659,PURCHASE
44.83,7,0.159,WITHDRAWAL
14.12,15,0.411,PURCHASE
181.58,7,0.441,WITHDRAWAL
45.34,14,0.248,PURCHASE
228.17,16,0.045,WITHDRAWAL
8.67,9,0.187,TRANSFER
18.66,9,0.252,PURCHASE
32.12,9,0.301,PAYMENT
92.74,8,0.396,PAYMENT
211.23,21,0.15,PURCHASE
243.78,9,0.088,PAYMENT
71.66,12,0.178,TRANSFER
19.73,11,0.121,PAYMENT
61.26,8,0.125,PURCHASE
13.61,13,0.361,TRANSFER
74.84,22,0.316,PAYMENT
34.3,15,0.554,PAYMENT
22.16,20,0.159,WITHDRAWAL
16.87,8,0.279,WITHDRAWAL
1987.1,10,0.29,TRANSFER
25.62,20,0.213,PAYMENT
696.78,19,0.064,PURCHASE
619.71,10,0.639,PAYMENT
131.43,16,0.08,PURCHASE
21.15,16,0.319,PURCHASE
51.84,14,0.513,TRANSFER
160.14,18,0.106,PAYMENT
